Set	Nr	Normalized?	NSE	KGE	RMSE	mean_Yo	mean_Yp	sd_Yo	sd_Yp	r	N	Bias	KGE*	SetGroup	BasinId	elev_mean	slope_mean	area_gages2	runoff_ratio	baseflow_index	stream_elas
11	25	0	0.28026	0.526	0.074924	0.043866	0.051066	0.088319	0.073504	0.588496	10375	16.4	0.548	11	7301410	787.71	10.70028	769.67	0.024353286	0.661661212	1.551905625
11	26	0	0.367566	0.686	0.150779	0.06043	0.064869	0.189606	0.197947	0.698297	10713	7.3	0.694	11	7301500	841.43	9.12835	6885.07	0.027233686	0.538401518	2.019104464
11	27	0	0.709209	0.649	1.009994	0.262941	0.336835	1.873077	1.611451	0.843242	7913	28.1	0.786	11	7315200	310.11	5.60451	501.62	0.065521329	0.077192555	3.765730801
11	28	0	0.665943	0.784	1.220295	0.537635	0.575858	2.111454	1.907853	0.820473	7922	7.1	0.795	11	7315700	286.95	6.30245	1488.69	0.143165774	0.158217009	2.74591686
11	29	0	0.496763	0.634	4.368957	2.080686	1.970922	6.158984	4.834399	0.709106	12418	-5.3	0.638	11	7335700	450.35	54.44576	102.57	0.499744283	0.321583877	1.952916277
11	30	0	0.605721	0.77	3.158497	1.929972	1.81799	5.030329	4.655947	0.790269	12413	-5.8	0.776	11	7340300	342.71	20.62376	230.43	0.436978155	0.336093043	2.120247362
11	31	0	0.777853	0.825	0.725014	0.833239	0.925485	1.538308	1.428905	0.88508	12337	11.1	0.852	11	7346045	103.75	7.44495	959.89	0.25143467	0.49223208	2.687698184
12	1	0	0.730866	0.794	1.951425	1.03002	1.095742	3.761718	3.264661	0.855179	11609	6.4	0.803	12	8023080	86.85	4.78985	187.61	0.269821959	0.174084917	2.684104326
12	2	0	0.701402	0.671	1.922314	0.995697	1.259927	3.518018	3.123503	0.842103	12395	26.5	0.792	12	8025500	95.89	6.86134	383.02	0.271291032	0.281555944	2.218692842
12	3	0	0.599755	0.643	1.771073	1.043843	1.049592	2.79957	2.020524	0.776367	12403	0.6	0.643	12	8029500	78.75	5.08421	333.4	0.273280213	0.480582824	1.987847058
12	4	0	0.608617	0.594	2.500874	0.646865	0.846306	3.997787	3.392438	0.784366	7519	30.8	0.732	12	8050800	229.09	5.75131	100.93	0.178168052	0.121219611	4.060505342
12	5	0	0.543995	0.519	2.755542	0.803251	1.018723	4.080754	2.8441	0.740743	11990	26.8	0.598	12	8066200	86.8	6.98455	364.12	0.242420745	0.176463805	2.894528347
12	6	0	0.551863	0.7	1.419078	0.818645	0.986047	2.119915	2.318991	0.802048	12389	20.4	0.767	12	8066300	67.47	4.66804	383.57	0.233217659	0.427236615	2.501157709
12	7	0	0.622239	0.629	1.523166	0.695981	0.899837	2.478314	2.21606	0.798812	12337	29.3	0.758	12	8070000	84.67	5.61372	841.06	0.219556639	0.289556202	3.007153366
12	8	0	0.675341	0.715	1.244104	0.698965	0.85351	2.183552	2.044491	0.83147	10599	22.1	0.806	12	8070200	71.08	4.64193	989.37	0.213898269	0.327146159	3.008954315
12	9	0	0.299527	0.204	1.26741	0.219427	0.166011	1.514452	0.539255	0.600382	6367	-24.3	0.241	12	8079600	952.69	5.15091	3348.95	0.015989909	0.040180985	1.980962383
12	10	0	0.457618	0.444	1.298624	0.2145	0.21345	1.763542	0.944496	0.695012	3961	-0.5	0.444	12	8082700	453.85	4.04181	276.04	0.0387175	0.04222529	3.281875796
12	11	0	0.700327	0.776	0.568003	0.117718	0.127107	1.037661	0.901135	0.837476	7593	8	0.791	12	8086212	507.6	10.25442	1584.82	0.046955251	0.124925618	3.038459667
12	12	0	0.595902	0.606	1.211493	0.24966	0.216941	1.906014	1.340789	0.775491	4477	-13.1	0.628	12	8086290	475.58	7.94291	732.98	0.050715194	0.064274124	2.572077225
12	13	0	0.602699	0.625	0.894843	0.247218	0.265995	1.419735	1.001545	0.780023	10608	7.6	0.632	12	8101000	388.23	11.33266	1177.1	0.114503877	0.317706584	3.429262493
12	14	0	0.462325	0.489	1.159796	0.386367	0.366141	1.581781	0.950076	0.685317	8888	-5.2	0.491	12	8103900	382.97	9.98524	86	0.13523821	0.405870708	2.803157777
12	15	0	0.443321	0.469	1.570016	0.362913	0.391645	2.104356	1.244395	0.670672	12379	7.9	0.475	12	8104900	317.44	12.46897	342.62	0.153882445	0.415141447	3.195970708
12	16	0	0.710315	0.784	0.63034	0.265714	0.265933	1.171201	0.997264	0.842846	11161	0.1	0.784	12	8109700	143.05	6.2489	610.13	0.112304472	0.247239695	2.987439558
12	17	0	0.239831	0.259	0.633827	0.098084	0.078105	0.727004	0.364727	0.490621	10225	-20.4	0.287	12	8150800	563.65	14.64471	557.52	0.045376476	0.323645205	2.972260001
12	18	0	0.363174	0.411	1.347418	0.388664	0.57916	1.688541	1.619384	0.6755	11175	49	0.654	12	8155200	337.33	13.093	232.74	0.179407259	0.452290962	2.822615571
12	19	0	0.639842	0.736	0.816734	0.391776	0.455882	1.360981	1.250321	0.808789	12162	16.4	0.787	12	8158700	367.97	13.35994	320.34	0.165514924	0.475452959	2.557013687
12	20	0	0.419968	0.523	2.12211	0.60729	0.598589	2.786522	1.88783	0.648696	10565	-1.4	0.523	12	8158810	308.05	10.64469	31.79	0.197548872	0.440080073	2.959465565
12	21	0	0.606359	0.773	1.66514	0.671675	0.732043	2.654152	2.976881	0.831339	8566	9	0.791	12	8164000	73.09	4.02264	2124	0.207611566	0.189173447	3.175790354
12	22	0	0.724198	0.769	1.275679	0.386	0.448289	2.429191	2.237971	0.854036	11688	16.1	0.832	12	8164300	102.72	5.75162	861.54	0.159740284	0.166921796	2.944332994
12	23	0	0.609486	0.753	2.512524	0.662987	0.648836	4.020808	3.530369	0.786097	10157	-2.1	0.754	12	8164600	37.19	1.85956	253.92	0.201082092	0.116282008	3.390446154
12	24	0	0.197597	0.248	1.217243	0.21202	0.265608	1.358939	0.743207	0.455524	11572	25.3	0.291	12	8165300	669.21	10.29971	435.99	0.090626058	0.706219457	1.6804111
12	25	0	0.649342	0.62	0.956494	0.396751	0.508856	1.615324	1.342631	0.809103	11485	28.3	0.736	12	8171300	379.23	13.97922	1067.47	0.166451867	0.476775763	2.716170523
12	26	0	0.700602	0.737	0.928107	0.220012	0.223072	1.696258	1.344898	0.838251	11889	1.4	0.737	12	8175000	113.27	5.3832	1421.66	0.104975524	0.139486634	2.650291877
12	27	0	0.599516	0.623	0.956888	0.214111	0.253551	1.512126	1.149093	0.774867	11151	18.4	0.67	12	8176900	88.45	5.1182	925.44	0.095407919	0.180428333	2.693435343
12	28	0	0.602029	0.605	1.160297	0.404999	0.462765	1.839343	1.294353	0.78031	11212	14.3	0.63	12	8178880	542.56	19.49002	850.58	0.19557402	0.511344264	1.674789066
12	29	0	0.710366	0.737	0.628314	0.20104	0.23531	1.167539	1.021995	0.843928	11136	17	0.798	12	8189500	67.31	4.02675	1808.29	0.089784491	0.173428748	2.284205382
12	30	0	0.500725	0.507	0.669572	0.231305	0.218447	0.947645	0.567975	0.717551	12060	-5.6	0.51	12	8190000	567.77	17.30756	1961.43	0.137735059	0.587385365	1.532476171
12	31	0	0.4121	0.453	0.73072	0.081934	0.082353	0.953091	0.556752	0.64481	6121	0.5	0.453	12	8190500	590.4	13.29277	1799.09	0.027401353	0.143706836	1.934031679
12	32	0	0.173695	0.144	1.214574	0.238105	0.231959	1.336313	0.49688	0.419511	3968	-2.6	0.145	12	8194200	161.27	5.02405	1220.58	0.051744941	0.042775476	1.523429283
12	33	0	0.470628	0.576	0.948659	0.342848	0.354429	1.303909	0.934865	0.686746	12146	3.4	0.578	12	8195000	578.2	20.77367	1028.29	0.16425666	0.629209001	1.279701774
12	34	0	0.376122	0.432	1.094054	0.255197	0.266776	1.385182	0.811229	0.614	12187	4.5	0.434	12	8196000	536.77	22.61663	326.98	0.13089285	0.492736087	1.603089449
12	35	0	0.472069	0.426	1.288339	0.192079	0.217514	1.773229	0.921803	0.714168	9302	13.2	0.441	12	8198500	439.45	15.828	624.35	0.073510978	0.285878338	2.196179901
12	36	0	0.443804	0.365	2.699106	0.470725	0.400002	3.619303	1.633103	0.717815	11519	-15	0.383	12	8200000	464.34	21.00912	249.11	0.212507901	0.423545325	2.040536654
12	37	0	0.359035	0.278	3.00936	0.414763	0.354218	3.760154	1.418767	0.664776	1460	-14.6	0.293	12	8202700	399.03	15.73611	434.75	0.025804583	0.006858287	2.22558002
13	1	0	0.737948	0.845	0.576773	0.897442	0.97305	1.126753	1.113972	0.869813	12099	8.4	0.853	13	8267500	3006.6	149.08403	96.26	0.524049441	0.692315104	2.452093536
13	2	0	0.730824	0.857	0.340975	0.394549	0.415325	0.657237	0.671368	0.86896	12131	5.3	0.863	13	8269000	2791.36	117.24472	163.27	0.261166706	0.624502381	1.933779287
13	3	0	0.73125	0.852	0.725641	1.141557	1.217508	1.399799	1.416437	0.868728	12307	6.7	0.857	13	8271000	2722.86	141.28096	43.77	0.666432635	0.692205995	1.657162738
13	4	0	0.628438	0.811	0.148368	0.15534	0.15766	0.243413	0.240879	0.812365	11243	1.5	0.812	13	8324000	2459.47	74.75895	1207.95	0.092233493	0.640324967	0.883593211
13	5	0	0.770455	0.863	0.477041	0.612456	0.651039	0.995725	0.962327	0.882603	12183	6.3	0.872	13	8377900	3017.75	105.29076	139.03	0.310957972	0.540693914	1.800416652
13	6	0	0.67424	0.807	0.424297	0.52365	0.581723	0.743428	0.759137	0.843697	12124	11.1	0.824	13	8378500	2965.23	104.53474	444.96	0.300370907	0.611703743	1.781632504
13	7	0	0.455134	0.594	0.370311	0.241105	0.24391	0.501695	0.377374	0.678656	12035	1.2	0.594	13	8380500	2523.15	74.8758	198.06	0.163351204	0.553971808	2.137646138
14	1	0	0.870178	0.931	1.230132	1.909751	1.915034	3.414259	3.343691	0.933939	11608	0.3	0.931	14	9034900	3571.18	102.75895	15.65	0.633094736	0.523480897	1.032943239
14	2	0	-0.007104	-0.783	92.211202	-7.473618	1.102651	91.889601	1.859919	0.049832	10926	0.9	-0.368	14	9035800	3271.22	145.66646	22.94	0.38001196	0.605351611	1.302725893
14	3	0	0.006505	-0.568	24.094873	0.646068	1.212951	24.17463	1.875544	0.084259	12049	0.1	-0.3	14	9035900	3240.75	123.91195	72.84	0.475192456	0.611368587	1.287821855
14	4	0	0.763273	0.766	0.491086	0.693971	0.793539	1.009372	1.174284	0.913914	12114	14.3	0.791	14	9047700	3333.84	103.791	23.57	0.33005658	0.659171636	1.863735317
14	5	0	0.879395	0.923	1.216038	1.982672	2.019848	3.501722	3.355834	0.93804	12340	1.9	0.925	14	9065500	3350.1	112.77892	37.78	0.747626274	0.529510759	1.445633487
14	6	0	0.888881	0.927	0.837155	1.297284	1.359083	2.511478	2.525152	0.945057	12194	4.8	0.94	14	9066000	3405.13	96.54414	32.41	0.538534602	0.502968479	1.694215919
14	7	0	0.830038	0.899	1.408323	1.813096	1.893329	3.416207	3.323984	0.913319	12332	4.4	0.906	14	9066200	3071.97	145.36852	16.1	0.647892982	0.503168678	1.066786201
14	8	0	0.832009	0.869	0.752078	0.89892	0.984779	1.835009	1.779634	0.914989	12255	9.6	0.898	14	9066300	2943.62	143.8313	15.52	0.334278642	0.467679011	1.630506465
14	9	0	0.87876	0.927	0.882261	1.707969	1.777307	2.533916	2.563224	0.94051	12400	4.1	0.934	14	9081600	2990.97	150.5766	432.89	0.612676392	0.607648151	1.515937416
14	10	0	0.921673	0.882	0.290213	0.807884	0.802138	1.037011	0.921547	0.962922	9359	-0.7	0.883	14	9107000	3300.29	103.42073	331.62	0.426483221	0.666322332	1.580869299
14	11	0	0.747768	0.771	0.303625	0.440597	0.390842	0.604582	0.51437	0.868831	11980	-11.3	0.785	14	9210500	2441.13	59.4828	398.31	0.271200339	0.680547674	1.730502521
14	12	0	0.840208	0.92	0.528252	0.676687	0.671218	1.321545	1.330381	0.920665	11961	-0.8	0.92	14	9223000	2448.68	61.24655	333.15	0.329654516	0.549480497	2.094432104
14	13	0	0.687511	0.796	0.086565	0.054729	0.060595	0.154862	0.145862	0.836669	10387	10.7	0.823	14	9306242	2245.09	61.01553	81.99	0.026359861	0.686514787	2.374104113
14	14	0	0.747282	0.823	0.385948	0.317725	0.318787	0.767765	0.680017	0.864711	11943	0.3	0.823	14	9312600	2434.67	72.89216	195.29	0.172379188	0.505896167	3.585494229
14	15	0	0.838717	0.856	0.994508	1.876978	1.836547	2.476462	2.19195	0.916498	12393	-2.2	0.857	14	9352900	3282.66	156.08833	188.15	0.72991399	0.597098797	1.433802132
14	16	0	0.738362	0.801	0.313409	0.210844	0.229568	0.612759	0.54467	0.860298	7442	8.9	0.819	14	9378170	2308.2	67.67706	21.9	0.104163877	0.491069036	2.978004057
14	17	0	0.314399	0.517	0.852616	0.429014	0.573152	1.02979	0.992675	0.65522	7071	33.6	0.626	14	9378630	2125.1	53.41527	10.42	0.133274561	0.497448007	4.293214205
15	1	0	0.374149	0.518	0.378478	0.121646	0.109476	0.478454	0.344792	0.620364	6214	-10	0.528	15	9386900	2341.65	37.39246	184.94	0.048117598	0.218770459	3.739720779
15	2	0	-0.422418	0.376	0.284744	0.20306	0.245401	0.238759	0.326924	0.541865	11338	20.9	0.385	15	9404450	2070.41	56.22302	192.96	0.132117049	0.780083947	1.31182832
15	3	0	0.534428	0.522	0.181402	0.099976	0.068833	0.26587	0.198426	0.740395	10962	-31.2	0.619	15	9430500	2227.36	58.13208	4804.93	0.069832536	0.582299573	2.193725351
15	4	0	0.319328	0.3	1.519809	0.435955	0.377628	1.842208	0.841232	0.579066	11663	-13.4	0.312	15	9430600	2126.66	84.46138	190.52	0.246025487	0.419680733	2.709749038
15	5	0	0.747073	0.711	0.307033	0.069202	0.057298	0.610578	0.494157	0.866438	4051	-17.2	0.766	15	9447800	1395.31	59.50706	781.96	0.033745475	0.354762522	1.475638345
15	6	0	-0.001309	-0.749	37.611017	-1.356768	0.065749	37.588852	0.348055	0.011308	7762	0.1	-0.4	15	9480000	1564.07	40.83588	213.38	0.022746677	0.32129507	0.843780395
15	7	0	0.350855	0.237	2.039208	0.672865	0.339199	2.531168	1.449537	0.607842	7216	-49.6	0.405	15	9484000	1332.86	112.56283	103.65	0.306727815	0.285503828	1.993415977
15	8	0	0.24484	0.255	0.087521	0.02644	0.022347	0.10073	0.047583	0.497094	3255	-15.5	0.27	15	9484600	1347.5	44.72847	1179.59	0.009415187	0.222636357	1.610588424
15	9	0	0.62014	0.768	0.634633	0.790358	0.769198	1.029742	0.922436	0.794272	12331	-2.7	0.768	15	9492400	2468.99	65.37777	128.97	0.328067615	0.650653527	1.685788178
15	10	0	0.701236	0.818	0.229061	0.268126	0.268983	0.419089	0.382702	0.840545	12169	0.3	0.818	15	9494000	2153.94	50.88758	1628.23	0.145503783	0.631232211	2.303597778
15	11	0	0.69074	0.827	0.229939	0.136637	0.144964	0.413495	0.401013	0.841236	10766	6.1	0.837	15	9497800	1646.91	61.28144	750.86	0.089380002	0.543236763	2.265714492
15	12	0	0.745085	0.78	0.33294	0.15558	0.166831	0.65946	0.555754	0.863604	10790	7.2	0.791	15	9497980	1655.39	72.42906	516.8	0.0813898	0.406598772	2.400252221
15	13	0	0.440368	0.667	0.872675	0.277212	0.239826	1.166616	1.088841	0.703128	8007	-13.5	0.694	15	9505200	1847.24	48.94088	285.68	0.145659208	0.407458788	1.890732346
15	14	0	0.566241	0.7	1.232259	0.547935	0.552829	1.871184	1.544779	0.755728	5581	0.9	0.7	15	9505350	1736.94	47.8232	365.66	0.147836512	0.237642142	2.36115763
15	15	0	0.556812	0.717	0.710668	0.270903	0.241418	1.067574	0.959668	0.759596	8588	-10.9	0.738	15	9505800	1865.1	48.53574	614.94	0.121010964	0.454506814	1.872019752
15	16	0	0.516676	0.511	1.888913	0.477178	0.470901	2.717168	1.605655	0.732642	9102	-1.3	0.511	15	9508300	1243.76	87.50629	93	0.241992504	0.180175992	2.941331145
15	17	0	0.607677	0.598	0.796044	0.257818	0.228232	1.271011	0.861736	0.78754	6375	-11.5	0.614	15	9510200	1034.93	92.82902	425.31	0.123444596	0.255286921	2.411722326
15	18	0	0.324996	0.491	1.438137	0.307498	0.284033	1.750759	1.252295	0.584948	2742	-7.6	0.497	15	9512280	1040.23	77.535	188.71	0.079420547	0.178043298	2.408878107
15	19	0	0.449252	0.494	1.813745	0.345731	0.335523	2.444228	1.504187	0.672722	5156	-3	0.495	15	9513780	939.06	66.19504	177.47	0.134936349	0.154235348	2.940683058
16	1	0	0.748825	0.873	0.124796	0.211454	0.216828	0.249021	0.252438	0.876435	9610	2.5	0.874	16	10023000	2257.51	44.67936	131.46	0.137474379	0.834379584	1.960734832
16	2	0	0.67903	0.71	0.125538	0.113887	0.126041	0.221597	0.175799	0.826523	9256	10.7	0.725	16	10166430	1578.7	56.14159	70.17	0.08387375	0.613172554	2.901188274
16	3	0	0.5093	0.666	0.10912	0.168216	0.20808	0.155782	0.180582	0.827526	11176	23.7	0.653	16	10172700	1853.47	46.97007	69.93	0.085274418	0.875909039	1.031798451
16	4	0	0.806754	0.898	0.778149	1.512221	1.517841	1.770211	1.723321	0.901113	12304	0.4	0.898	16	10172800	2085.87	135.90273	11.07	0.703950668	0.723370945	1.489173367
16	5	0	0.008792	-0.301	9.19205	0.378424	0.45377	9.233115	0.806225	0.094382	11828	0	-0.286	16	10173450	2638.59	56.1341	268.53	0.246291829	0.580573692	1.815286503
16	6	0	0.813077	0.876	0.212372	0.305659	0.314617	0.491228	0.456635	0.902304	11804	2.9	0.878	16	10205030	2489.29	76.20924	134.6	0.152965641	0.702348479	1.613689347
16	7	0	0.835258	0.849	0.316153	0.553379	0.59925	0.778956	0.705394	0.915878	11844	8.3	0.86	16	10234500	2498.74	95.20992	236.42	0.26835273	0.701975058	1.88700871
16	8	0	0.622031	0.792	0.525608	0.44033	0.442503	0.854973	0.802847	0.800728	11627	0.5	0.792	16	10242000	2035.16	59.78876	208.69	0.354600929	0.572981925	1.704902233
16	9	0	0.77629	0.86	0.267116	0.544736	0.588221	0.564773	0.548553	0.888314	12059	8	0.861	16	10244950	2404.47	101.13866	28.2	0.345790098	0.833999633	1.46696112
16	10	0	0.655734	0.672	0.37404	0.319742	0.265648	0.637514	0.503035	0.814609	11797	-16.9	0.707	16	10249300	2256.43	98.85646	50.2	0.513646885	0.630473783	1.406304754
16	11	0	0.695634	0.789	0.175644	0.307065	0.343149	0.31839	0.292492	0.844935	9033	11.8	0.791	16	10310500	1900.8	119.20887	39.49	0.223490787	0.808386445	1.206247148
16	12	0	0.85592	0.826	1.271982	1.71858	1.585027	3.351179	2.886896	0.928437	12171	-7.8	0.839	16	10316500	2490.13	132.10335	64.78	0.76352318	0.511318498	1.689117844
16	13	0	0.648305	0.763	0.255289	0.211241	0.227138	0.430493	0.379361	0.809229	11860	7.5	0.772	16	10329500	1755.66	66.83605	454.52	0.133455268	0.606473124	2.138848015
16	14	0	0.809864	0.891	1.785144	2.070325	2.035083	4.094102	3.911892	0.901579	12363	-1.7	0.892	16	10336645	2357.54	118.27441	19.6	0.579424357	0.499948905	1.437052923
16	15	0	0.816625	0.873	2.409943	2.973336	2.986427	5.628009	5.159189	0.903769	12424	0.4	0.873	16	10336660	2113.28	83.46391	29.8	0.744623625	0.547357056	1.441652881
16	16	0	-0.009122	-0.735	95.700181	-8.913588	0.254315	95.271802	0.377484	0.019536	9266	0.9	-0.401	16	10336740	2117.98	81.49106	5.54	0.131197201	0.671765752	1.949868218
16	17	0	0.743922	0.777	1.036635	1.041713	1.110541	2.048601	1.714376	0.863577	12311	6.6	0.785	16	10343500	2156.91	81.24778	27.6	0.370745589	0.589456386	1.888611081
16	18	0	-0.0053	-0.816	84.815146	-5.819624	1.131213	84.595732	1.976291	0.042744	9449	0.7	-0.37	16	10348850	2041.6	136.2677	19.14	0.570908603	0.71987999	1.290308239
17	1	0	0.520388	0.65	0.573176	0.63102	0.677063	0.827677	0.657488	0.726681	12360	7.3	0.653	17	10396000	1613.27	58.18941	528.89	0.355466812	0.657176195	1.494742719
17	2	0	0.847327	0.786	4.271328	7.322463	6.76803	10.931993	8.888276	0.929186	12489	-7.6	0.794	17	12010000	145.18	47.2961	142.18	0.907785363	0.504302692	1.191309554
17	3	0	0.871252	0.906	2.612903	4.725455	4.675958	7.282336	6.805411	0.933434	12474	-1	0.906	17	12013500	309.17	61.57144	337.69	0.676634732	0.500324304	1.392237474
17	4	0	0.664097	0.709	5.390999	4.89886	4.874978	9.302077	7.20073	0.816002	12469	-0.5	0.709	17	12020000	435.98	74.62586	294.22	0.658297266	0.469715865	1.658529695
17	5	0	-0.029132	-0.776	171.080813	-26.023343	3.084471	168.648736	4.071583	0.025717	12489	3	-0.39	17	12025000	236.88	33.69605	404.9	0.67798213	0.538072649	1.226360402
17	6	0	0.79631	0.713	3.008283	4.842902	4.31612	6.665786	5.0011	0.909981	12465	-10.9	0.723	17	12025700	556.37	73.37022	103.3	0.949755164	0.550484187	0.925136376
17	7	0	0.903053	0.843	2.822364	6.678148	6.104496	9.064921	7.938598	0.95575	12506	-8.6	0.854	17	12035000	149.3	29.3479	769.9	0.966568257	0.563503086	1.213166792
17	8	0	0.796761	0.713	6.05416	9.67345	8.131194	13.429759	10.471114	0.90925	12510	-15.9	0.736	17	12040500	437.01	96.58146	1153.44	1.188093095	0.515538191	1.019349292
17	9	0	0.599242	0.565	6.670759	9.615092	6.46393	10.537832	8.088494	0.832389	12509	-32.8	0.586	17	12041200	754	127.74358	655.8	1.231196909	0.621794812	0.526821718
17	10	0	-0.112201	-0.788	317.483174	-92.055272	6.964017	301.055401	9.388217	-0.048744	12490	10.9	-0.465	17	12043000	378.73	72.9688	337.19	0.944511193	0.502142113	0.862695109
17	11	0	-0.140766	-0.062	2.16853	2.375783	1.635064	2.030413	0.797835	0.186714	12502	-31.2	-0.078	17	12048000	1263.46	183.83774	405.01	0.488962858	0.679331035	0.928180245
17	12	0	0.505592	0.536	4.585763	6.020071	4.748732	6.522084	4.433856	0.739716	12505	-21.1	0.544	17	12054000	776.86	174.79018	171.68	1.032489613	0.600842658	1.078077521
17	13	0	0.529404	0.56	7.154945	8.834961	5.986794	10.430366	8.331593	0.777451	12490	-32.2	0.594	17	12056500	775.17	160.23749	146.97	1.244477015	0.578409968	0.75707124
17	14	0	0.783602	0.855	1.029711	1.585547	1.65342	2.213637	2.039403	0.88643	12347	4.3	0.858	17	12073500	42.92	16.48391	15.67	0.42341999	0.655808946	1.621029905
17	15	0	0.61288	0.716	2.915655	5.546341	5.359336	4.686304	3.831563	0.784578	12508	-3.4	0.715	17	12082500	1036.22	122.55748	350	0.777203321	0.694123791	0.915336126
17	16	0	0.548846	0.585	2.688835	5.425068	5.205096	4.003309	2.699702	0.746356	12506	-4.1	0.584	17	12092000	1330.94	172.20201	240.88	0.745049622	0.694986625	0.477865776
17	17	0	0.738936	0.726	1.707139	2.737593	2.630667	3.341314	2.5521	0.866294	9941	-3.9	0.727	17	12095000	757.39	103.55868	205.84	0.582938765	0.604888472	1.103442715
17	18	0	0.763484	0.852	3.204902	5.909301	5.650956	6.590251	6.14396	0.876436	12489	-4.4	0.854	17	12114500	852.5	129.6111	66.56	0.795456833	0.5957048	1.076140985
17	19	0	0.761363	0.859	3.28083	5.775192	5.628069	6.716331	6.309163	0.875193	12489	-2.5	0.86	17	12115000	900.07	130.41888	102.8	0.813411205	0.589704442	1.102682337
17	20	0	0.76948	0.813	4.548261	6.902986	6.478791	9.473463	8.260766	0.878366	12481	-6.1	0.818	17	12115500	752.9	132.31418	34.72	0.949404932	0.530137027	1.23460866
17	21	0	0.820509	0.852	2.027296	5.176449	5.117172	4.785338	4.241314	0.90612	12478	-1.1	0.852	17	12117000	640.53	116.02529	44.85	0.784869328	0.697622836	1.278876145
17	22	0	-0.024987	-0.885	171.766916	-21.828515	7.336709	169.66716	8.145431	0.07154	12505	3	-0.341	17	12141300	1068.4	165.09819	401.51	0.938217639	0.565110818	0.99295697
17	23	0	0.738438	0.811	3.858415	6.26484	6.13386	7.544682	6.599048	0.859631	11042	-2.1	0.811	17	12143600	981.21	118.4332	165.01	0.855120681	0.578420738	1.122146342
17	24	0	0.760365	0.809	3.080606	6.335495	6.15287	6.293331	5.418702	0.872548	11046	-2.9	0.809	17	12144000	881	132.22826	210.11	0.893443567	0.649029351	0.997026998
17	25	0	0.848296	0.903	2.253451	4.007749	4.149038	5.785848	5.527292	0.921957	12415	3.5	0.907	17	12145500	411.9	86.37572	78.98	0.682937898	0.516595313	1.333410482
17	26	0	0.635688	0.775	5.335993	8.368184	7.885352	8.840886	7.987528	0.80519	12504	-5.8	0.776	17	12147500	601.12	112.82134	102.89	1.038588737	0.627931121	0.72317264
17	27	0	0.628619	0.723	9.215972	9.850221	8.867667	15.123366	12.716686	0.796735	12496	-10	0.734	17	12147600	1067.53	159.37456	14.13	1.080826909	0.468625415	0.880914905
17	28	0	0.728494	0.815	4.375863	6.979567	6.53792	8.398304	7.577334	0.856367	12509	-6.3	0.818	17	12167000	480.5	126.68987	683.75	1.015301221	0.586394518	1.171380666
17	29	0	0.547163	0.685	3.442407	5.639665	4.78115	5.115742	4.385632	0.764195	12507	-15.2	0.677	17	12175500	1538.75	245.56131	273.82	1.046972145	0.671256031	0.456283207
17	30	0	0.628883	0.709	3.835624	6.275451	6.08379	6.296483	5.021538	0.793615	12506	-3.1	0.709	17	12178100	1305.01	255.6884	69.68	1.027511448	0.617976602	0.985291193
17	31	0	0.584559	0.696	4.598386	6.948947	6.584731	7.134575	5.788671	0.76752	12508	-5.2	0.696	17	12186000	1226.29	172.55716	398.44	1.043322283	0.611301182	0.998459662
17	32	0	0.627656	0.719	2.976824	5.795316	5.597936	4.878635	3.961529	0.793496	12508	-3.4	0.718	17	12189500	1206.01	197.12231	1855.32	0.97974702	0.662259705	0.87335606
17	33	0	0.874623	0.93	1.117535	2.364812	2.418567	3.156235	3.242319	0.939479	12496	2.3	0.931	17	12358500	1559.24	106.51262	2939.19	0.702229878	0.613435019	1.148279638
17	34	0	0.589653	0.6	0.454381	0.44902	0.417336	0.709356	0.480123	0.775486	11207	-7.1	0.604	17	12374250	1379.76	104.39721	50.79	0.175633924	0.642851423	1.64509688
17	35	0	0.730973	0.78	1.655186	2.535419	2.480524	3.191299	2.667415	0.855365	11350	-2.2	0.781	17	12375900	1528.13	159.41846	19.72	0.702115725	0.666904997	0.904281929
17	36	0	0.788495	0.8	2.267995	3.803294	3.620891	4.931755	4.143276	0.89015	11370	-4.8	0.803	17	12377150	1512.07	129.5993	32.18	0.909916673	0.640850259	0.613559516
17	37	0	0.799041	0.813	0.686909	1.047654	0.967371	1.532374	1.324556	0.895983	11080	-7.7	0.821	17	12381400	1876.96	102.16577	150.95	0.320632988	0.618881439	0.323902566
17	38	0	-0.008537	-0.812	96.021462	-7.796239	1.342845	95.61905	0.868255	0.037536	9872	0.9	-0.385	17	12383500	2041.03	116.4248	17.67	0.458898683	0.787896761	0.318664238
17	39	0	-0.007967	-0.745	94.549017	-8.217107	0.661924	94.179441	0.91267	0.052404	9718	0.9	-0.374	17	12388400	1636.58	117.08559	60.84	0.311471185	0.601077925	0.986386283
17	40	0	0.70129	0.723	0.784509	1.123553	0.997152	1.435458	1.149447	0.843112	12400	-11.3	0.732	17	12390700	1415.22	115.21011	470.23	0.372709467	0.652728382	1.716312883
17	41	0	0.721069	0.73	1.457978	1.914505	1.776195	2.760705	2.166889	0.853387	12461	-7.2	0.735	17	12411000	1145.85	92.51232	867.48	0.560408545	0.572052388	1.443501631
17	42	0	0.772535	0.807	1.23227	2.086806	2.073529	2.583843	2.196065	0.879451	12496	-0.6	0.807	17	12414500	1381.41	104.37793	2678.97	0.566245899	0.631105322	1.341920814
