Set	Nr	Normalized?	NSE	KGE	RMSE	mean_Yo	mean_Yp	sd_Yo	sd_Yp	r	N	Bias	KGE*	SetGroup
15	74	0	0.875326	0.909000	951.217273	2423.000000	2423.001200	2909.812480	2722.387729	0.935589	7	0.000000	0.909000	7.000000
15	75	0	0.702774	0.784000	1596.441733	2735.300000	2660.875650	3086.656697	2649.255869	0.838925	10	-2.700000	0.784000	7.000000
15	76	0	0.647188	0.777000	1733.058332	3363.222222	2911.467911	3094.693918	2949.244419	0.828631	9	-13.400000	0.770000	7.000000
15	77	0	0.706842	0.786000	1383.841231	2388.200000	2332.189400	2694.102192	2313.966283	0.841210	10	-2.300000	0.787000	7.000000
15	78	0	0.835320	0.878000	755.190075	2046.538462	2046.537492	1936.940440	1770.283173	0.913958	13	-0.000000	0.878000	7.000000
15	79	0	0.763403	0.821000	1040.931400	1400.583333	1400.582525	2235.178596	1952.944578	0.873730	12	-0.000000	0.821000	7.000000
15	80	0	0.923863	0.945000	996.453669	3818.777778	3818.778144	3830.322531	3681.620293	0.961178	9	0.000000	0.945000	7.000000
16	1	0	0.886693	0.917000	1593.174381	3500.000000	3499.990567	4943.444511	4655.048696	0.941644	12	-0.000000	0.917000	8.000000
16	2	0	0.757159	0.816000	1941.183744	3690.500000	3690.498292	4114.336763	3580.090045	0.870149	12	-0.000000	0.816000	8.000000
16	3	0	0.900102	0.928000	824.025163	2269.538462	2269.538854	2713.585961	2574.480037	0.948737	13	0.000000	0.928000	8.000000
16	4	0	0.803287	0.853000	1553.119237	3580.600000	3580.605250	3691.198938	3308.296662	0.896263	10	0.000000	0.853000	8.000000
16	5	0	0.940738	0.957000	886.220161	3938.636364	3938.634627	3818.132614	3703.272309	0.969917	11	-0.000000	0.957000	8.000000
16	6	0	0.722303	0.788000	2172.938484	4949.727273	4949.727482	4324.719369	3675.524134	0.849884	11	0.000000	0.788000	8.000000
16	7	0	0.827963	0.873000	1359.093440	2748.176471	2748.176076	3377.561495	3073.327274	0.909925	17	-0.000000	0.873000	8.000000
16	8	0	0.896065	0.924000	683.745134	2027.250000	2027.249692	2215.177486	2096.903478	0.946607	12	-0.000000	0.924000	8.000000
16	9	0	0.805841	0.855000	926.842990	2172.181818	2172.181545	2206.090561	1980.377237	0.897686	11	-0.000000	0.855000	8.000000
16	10	0	0.784818	0.839000	1511.983097	3811.500000	3811.485210	3435.759280	3043.720381	0.885900	10	-0.000000	0.839000	8.000000
16	11	0	0.879786	0.912000	1025.116680	2896.411765	2896.399000	3047.616201	2858.579074	0.937969	17	-0.000000	0.912000	8.000000
16	12	0	0.680084	0.752000	1126.860713	2592.363636	2592.363145	2089.531348	1723.178693	0.824672	11	-0.000000	0.752000	8.000000
16	13	0	0.548600	0.633000	1310.812559	2601.090909	2601.091055	2046.238083	1515.598362	0.740675	11	0.000000	0.633000	8.000000
16	14	0	0.807947	0.857000	1245.393641	2797.916667	2797.911108	2968.178213	2667.975547	0.898859	12	-0.000000	0.857000	8.000000
16	15	0	0.950380	0.964000	741.508592	2872.230769	2872.230146	3464.734072	3377.680323	0.974874	13	-0.000000	0.964000	8.000000
16	16	0	0.838628	0.881000	1181.414343	2760.923077	2760.920862	3061.041448	2803.197953	0.915766	13	-0.000000	0.881000	8.000000
16	17	0	0.946157	0.961000	620.430819	2890.800000	2890.799640	2767.651743	2692.111615	0.972706	15	-0.000000	0.961000	8.000000
16	18	0	0.806409	0.856000	1130.686168	2260.866667	2260.857660	2659.999218	2388.693568	0.898003	15	-0.000000	0.856000	8.000000
16	19	0	0.931742	0.951000	590.608714	3220.090909	3220.090127	2370.939453	2288.592287	0.965268	11	-0.000000	0.951000	8.000000
16	20	0	0.845899	0.886000	1220.089599	3471.076923	3471.032015	3234.972706	2975.265739	0.919728	13	-0.000000	0.886000	8.000000
16	21	0	0.991353	0.994000	227.653360	1537.166667	1537.166942	2556.988599	2545.908985	0.995667	12	0.000000	0.994000	8.000000
16	22	0	0.728964	0.793000	2218.257135	2513.818182	2513.731400	4468.839040	3815.439172	0.853794	11	-0.000000	0.793000	8.000000
16	23	0	0.899190	0.927000	974.406911	3233.222222	3233.222522	3255.099721	3086.669078	0.948256	9	0.000000	0.927000	8.000000
16	24	0	0.903708	0.930000	1529.878948	5719.333333	5719.333558	5149.389467	4895.190386	0.950635	12	0.000000	0.930000	8.000000
16	25	0	0.950195	0.964000	393.745207	1684.500000	1684.499825	1886.139671	1838.570056	0.974779	8	-0.000000	0.964000	8.000000
16	26	0	0.676057	0.749000	440.954252	512.300000	512.299980	816.654292	671.475253	0.822227	10	-0.000000	0.749000	8.000000
16	27	0	0.963904	0.974000	946.571265	4393.333333	4393.332400	5284.481905	5188.232091	0.981786	9	-0.000000	0.974000	8.000000
16	28	0	0.950476	0.965000	1185.507444	4128.181818	4128.186873	5587.170193	5447.069472	0.974923	11	0.000000	0.965000	8.000000
16	29	0	0.975317	0.982000	668.786761	3190.700000	3190.700120	4487.111594	4431.387699	0.987581	10	0.000000	0.982000	8.000000
16	30	0	0.874190	0.908000	1454.475547	4556.916667	4556.952542	4282.959331	4004.542719	0.934982	12	0.000000	0.908000	8.000000
16	31	0	0.991435	0.994000	216.255698	2048.444444	2048.444467	2478.463945	2467.827164	0.995708	9	0.000000	0.994000	8.000000
16	32	0	0.681005	0.753000	496.759490	768.500000	768.499550	918.646089	758.094717	0.825230	12	-0.000000	0.753000	8.000000
16	33	0	0.891519	0.921000	1609.240858	4326.500000	4326.500230	5150.195234	4862.829872	0.944203	10	0.000000	0.921000	8.000000
16	34	0	0.929073	0.949000	1163.699995	3491.545455	3491.546718	4582.820973	4417.309590	0.963885	11	0.000000	0.949000	8.000000
16	35	0	0.891420	0.921000	1153.658497	2861.625000	2861.632700	3742.814981	3533.742863	0.944150	8	0.000000	0.921000	8.000000
16	36	0	0.845180	0.886000	1597.844516	3745.100000	3745.101710	4280.551793	3935.315508	0.919337	10	0.000000	0.886000	8.000000
16	37	0	0.896637	0.925000	1342.422493	3068.000000	3068.003425	4361.152496	4129.625294	0.946909	12	0.000000	0.925000	8.000000
16	38	0	0.857554	0.895000	991.564040	2094.000000	2094.003445	2755.448457	2551.664291	0.926042	11	0.000000	0.895000	8.000000
16	39	0	0.733576	0.797000	1565.412043	3049.000000	3048.993700	3156.627604	2703.627798	0.856491	13	-0.000000	0.797000	8.000000
16	40	0	0.777635	0.833000	1273.773588	2526.272727	2526.273109	2833.055456	2498.290895	0.881836	11	0.000000	0.833000	8.000000
16	41	0	0.979156	0.985000	608.275073	3806.300000	3806.299450	4441.085079	4394.556695	0.989523	10	-0.000000	0.985000	8.000000
16	42	0	0.895786	0.924000	1019.130994	3685.545455	3685.534109	3311.029277	3133.774255	0.946460	11	-0.000000	0.924000	8.000000
16	43	0	0.827802	0.872000	1167.427198	3504.200000	3504.199880	2965.479530	2698.100693	0.909836	10	-0.000000	0.872000	8.000000
16	44	0	0.776171	0.832000	1308.837359	2298.500000	2298.500086	2870.909578	2529.287086	0.881005	14	0.000000	0.832000	8.000000
16	45	0	0.902654	0.929000	1078.973381	3104.909091	3104.919664	3626.995022	3445.954765	0.950081	11	0.000000	0.929000	8.000000
16	46	0	0.845903	0.886000	1853.875760	4871.090909	4871.107073	4953.127506	4555.624655	0.919730	11	0.000000	0.886000	8.000000
16	47	0	0.894389	0.923000	1035.428893	2746.187500	2746.186906	3290.640793	3112.029958	0.945722	16	-0.000000	0.923000	8.000000
16	48	0	0.931019	0.950000	994.858549	3158.538462	3158.532238	3942.554705	3804.154832	0.964893	13	-0.000000	0.950000	8.000000
16	49	0	0.820726	0.867000	1618.935386	2978.384615	2978.390331	3979.713422	3605.384298	0.905939	13	0.000000	0.867000	8.000000
16	50	0	0.933394	0.952000	1097.573191	5055.200000	5055.197560	4482.855707	4330.999711	0.966123	10	-0.000000	0.952000	8.000000
16	51	0	0.790400	0.843000	1969.506987	4167.583333	4167.589775	4493.203584	3994.675742	0.889044	12	0.000000	0.843000	8.000000
16	52	0	0.933116	0.952000	1180.955742	5542.500000	5542.506829	4738.777914	4577.562062	0.965980	14	0.000000	0.952000	8.000000
16	53	0	0.883578	0.915000	1494.299712	5318.750000	5318.765392	4574.197100	4299.775259	0.939988	12	0.000000	0.915000	8.000000
16	54	0	0.843410	0.885000	1660.889033	4742.583333	4742.594308	4383.818955	4026.040538	0.918373	12	0.000000	0.885000	8.000000
16	55	0	0.899331	0.927000	1016.218326	3293.230769	3293.230808	3333.646731	3161.398686	0.948330	13	0.000000	0.927000	8.000000
16	56	0	0.875166	0.909000	1214.239427	3124.666667	3124.666767	3557.287764	3327.853105	0.935503	15	0.000000	0.909000	8.000000
16	57	0	0.931520	0.951000	1161.258201	3673.066667	3673.069080	4593.326502	4433.262009	0.965153	15	0.000000	0.951000	8.000000
16	58	0	0.973835	0.981000	799.350622	4464.888889	4464.889633	5241.464834	5172.438360	0.986831	9	0.000000	0.981000	8.000000
16	59	0	0.847278	0.888000	1439.490098	3214.923077	3214.942123	3833.881790	3528.962453	0.920477	13	0.000000	0.888000	8.000000
16	60	0	0.804852	0.855000	1034.935041	1753.800000	1753.799113	2425.008106	2175.561577	0.897136	15	-0.000000	0.855000	8.000000
16	61	0	0.747989	0.809000	667.670302	978.363636	978.363409	1394.917078	1206.412769	0.864863	11	-0.000000	0.809000	8.000000
16	62	0	0.976529	0.983000	452.647785	3973.777778	3973.778422	3133.814001	3096.819904	0.988195	9	0.000000	0.983000	8.000000
16	63	0	0.824471	0.870000	1066.262183	1984.500000	1984.500075	2658.180119	2413.641718	0.908004	12	0.000000	0.870000	8.000000
16	64	0	0.904907	0.931000	990.942058	2964.615385	2964.613762	3344.674985	3181.691228	0.951266	13	-0.000000	0.931000	8.000000
16	65	0	0.949150	0.964000	831.117142	3256.444444	3256.447111	3909.258245	3808.574423	0.974243	9	0.000000	0.964000	8.000000
16	66	0	0.864113	0.900000	1555.986761	4009.857143	4009.854229	4380.347753	4071.871043	0.929577	14	-0.000000	0.900000	8.000000
16	67	0	0.807139	0.856000	1392.172744	2770.727273	2770.752109	3324.815306	2987.017432	0.898409	11	0.000000	0.856000	8.000000
16	68	0	0.897500	0.926000	1152.349619	3532.444444	3532.440367	3817.664080	3616.695312	0.947365	9	-0.000000	0.926000	8.000000
16	69	0	0.871623	0.906000	845.337671	2361.615385	2361.615192	2455.652036	2292.614876	0.933607	13	-0.000000	0.906000	8.000000
16	70	0	0.909828	0.935000	699.200379	2239.076923	2239.076892	2423.518189	2311.670307	0.953849	13	-0.000000	0.935000	8.000000
16	71	0	0.903935	0.930000	914.841987	3351.000000	3350.999658	3082.894744	2931.078062	0.950755	12	-0.000000	0.930000	8.000000
16	72	0	0.904205	0.931000	871.399597	3353.250000	3353.250308	2940.633856	2796.240662	0.950897	12	0.000000	0.931000	8.000000
16	73	0	0.913499	0.937000	1137.893885	3224.300000	3224.296120	4078.203936	3897.851576	0.955771	10	-0.000000	0.937000	8.000000
16	74	0	0.877081	0.910000	944.497818	2423.000000	2423.000143	2909.812480	2725.114588	0.936526	7	0.000000	0.910000	8.000000
16	75	0	0.941409	0.958000	702.111591	2486.636364	2486.636827	3042.182482	2951.714179	0.970262	11	0.000000	0.958000	8.000000
16	76	0	0.912867	0.937000	825.588262	2017.933333	2017.933373	2895.040006	2766.039546	0.955441	15	0.000000	0.937000	8.000000
16	77	0	0.834969	0.878000	1028.508695	2171.090909	2171.091600	2655.347038	2426.367871	0.913766	11	0.000000	0.878000	8.000000
16	78	0	0.838789	0.881000	747.192935	2046.538462	2046.538123	1936.940440	1773.955068	0.915854	13	-0.000000	0.881000	8.000000
16	79	0	0.764582	0.822000	1038.335594	1400.583333	1400.583317	2235.178596	1954.448836	0.874404	12	-0.000000	0.822000	8.000000
16	80	0	0.930662	0.950000	950.922909	3818.777778	3818.764811	3830.322531	3695.140391	0.964708	9	-0.000000	0.950000	8.000000
17	1	0	0.973112	0.981000	1.199111	105.246667	105.246667	7.756328	7.651354	0.986464	9	0.000000	0.981000	9.000000
17	2	0	0.893482	0.923000	2.524163	106.944167	106.944183	8.077924	7.635599	0.945242	12	0.000000	0.923000	9.000000
17	3	0	0.970444	0.979000	1.294061	107.181667	107.181667	7.861857	7.744795	0.985111	12	-0.000000	0.979000	9.000000
17	4	0	0.953777	0.967000	1.747616	106.628000	106.627990	8.568298	8.367925	0.976615	10	-0.000000	0.967000	9.000000
17	5	0	0.955273	0.968000	1.764569	107.260000	107.260010	8.794972	8.596028	0.977381	10	0.000000	0.968000	9.000000
17	6	0	0.914171	0.938000	1.962555	108.100833	108.100842	6.996802	6.689796	0.956123	12	0.000000	0.938000	9.000000
17	7	0	0.994325	0.996000	0.592692	107.274545	107.274555	8.251960	8.228519	0.997159	11	0.000000	0.996000	9.000000
17	8	0	0.942064	0.958000	1.924508	104.175000	104.174986	8.297334	8.053404	0.970600	14	-0.000000	0.958000	9.000000
17	9	0	0.931051	0.950000	2.062750	105.413571	105.413571	8.152204	7.866147	0.964910	14	0.000000	0.950000	9.000000
17	10	0	0.932456	0.951000	1.874580	105.082500	105.082483	7.533656	7.274778	0.965638	12	-0.000000	0.951000	9.000000
17	11	0	0.906740	0.932000	2.418960	105.434545	105.434555	8.307637	7.910763	0.952229	11	0.000000	0.932000	9.000000
17	12	0	0.979158	0.985000	1.125509	106.483571	106.483586	8.090374	8.005620	0.989524	14	0.000000	0.985000	9.000000
17	13	0	0.932866	0.952000	1.959255	105.613333	105.613333	7.897970	7.628244	0.965850	12	-0.000000	0.952000	9.000000
17	14	0	0.911620	0.936000	2.102208	105.532308	105.532315	7.360025	7.027266	0.954788	13	0.000000	0.936000	9.000000
17	15	0	0.931718	0.951000	1.892328	106.942500	106.942483	7.563732	7.300931	0.965255	12	-0.000000	0.951000	9.000000
17	16	0	0.983712	0.988000	0.880874	106.508462	106.508462	7.183969	7.125218	0.991823	13	0.000000	0.988000	9.000000
17	17	0	0.968032	0.977000	1.554500	105.778182	105.778209	9.118626	8.971686	0.983886	11	0.000000	0.977000	9.000000
17	18	0	0.955043	0.968000	1.596102	107.028333	107.028342	7.862375	7.683600	0.977263	12	0.000000	0.968000	9.000000
17	19	0	0.958317	0.970000	1.338528	106.342727	106.342718	6.876112	6.731290	0.978937	11	-0.000000	0.970000	9.000000
17	20	0	0.936287	0.954000	1.845612	107.358462	107.358469	7.610405	7.363970	0.967619	13	0.000000	0.954000	9.000000
17	21	0	0.913879	0.938000	2.021160	105.254444	105.254456	7.305038	6.983392	0.955970	9	0.000000	0.938000	9.000000
17	22	0	0.935369	0.954000	1.643088	103.191250	103.191250	6.909342	6.682351	0.967145	8	0.000000	0.954000	9.000000
17	23	0	0.900569	0.928000	2.443054	102.735833	102.735833	8.092184	7.679345	0.948983	12	0.000000	0.928000	9.000000
17	24	0	0.935346	0.954000	2.009401	107.800000	107.800010	8.330071	8.056274	0.967133	10	0.000000	0.954000	9.000000
17	25	0	0.944492	0.960000	1.613758	104.982727	104.982727	7.183847	6.981620	0.971850	11	0.000000	0.960000	9.000000
17	26	0	0.908249	0.934000	2.288012	106.679091	106.679091	7.922265	7.550093	0.953021	11	0.000000	0.934000	9.000000
17	27	0	0.940799	0.958000	1.877658	104.538750	104.538737	7.970131	7.730622	0.969948	16	-0.000000	0.958000	9.000000
17	28	0	0.947502	0.962000	1.972489	105.537500	105.537500	8.991604	8.752407	0.973397	12	-0.000000	0.962000	9.000000
17	29	0	0.948154	0.963000	2.077495	107.344167	107.344175	9.529652	9.279314	0.973732	12	0.000000	0.963000	9.000000
17	30	0	0.974384	0.982000	1.359931	105.926667	105.926658	8.874814	8.760415	0.987109	12	-0.000000	0.982000	9.000000
17	31	0	0.943695	0.960000	1.437206	105.952308	105.952308	6.304163	6.124104	0.971440	13	-0.000000	0.960000	9.000000
17	32	0	0.967914	0.977000	1.484828	106.758000	106.758010	8.737677	8.596340	0.983826	10	0.000000	0.977000	9.000000
17	33	0	0.938586	0.956000	1.970020	105.933333	105.933325	8.302941	8.043954	0.968807	12	-0.000000	0.956000	9.000000
17	34	0	0.943483	0.959000	1.525155	104.592000	104.592010	6.762443	6.568576	0.971331	10	0.000000	0.959000	9.000000
17	35	0	0.908348	0.934000	2.425580	104.363750	104.363737	8.565255	8.163299	0.953073	8	-0.000000	0.934000	9.000000
17	36	0	0.951152	0.965000	1.497130	105.948333	105.948325	7.075048	6.900087	0.975270	12	-0.000000	0.965000	9.000000
17	37	0	0.948615	0.963000	1.763477	102.260667	102.260660	8.052527	7.842916	0.973969	15	-0.000000	0.963000	9.000000
17	38	0	0.923157	0.945000	2.454748	100.821000	100.821010	9.334362	8.968558	0.960811	10	0.000000	0.945000	9.000000
17	39	0	0.934405	0.953000	1.558695	105.057143	105.057150	6.315654	6.105019	0.966646	14	0.000000	0.953000	9.000000
17	40	0	0.938035	0.955000	2.212940	102.101818	102.101809	9.323781	9.030280	0.968522	11	-0.000000	0.955000	9.000000
