Dataset,NSE,KGE,KGE*,RMSE,mean_Yo,mean_Yp,sd_Yo,sd_Yp,rho,N,Normalized?
10,0.524816,0.551,0.583,3.6358,2.74247,2.213691,5.274562,3.671893,0.732236,12469,0
10,0.579707,0.65,0.678,2.592542,2.223193,1.854566,3.999144,3.18668,0.767505,12474,0
10,0.765431,0.87,0.871,1.446611,1.861743,1.825847,2.98699,2.863952,0.878637,12486,0
10,0.76491,0.835,0.837,1.378133,1.680837,1.730683,2.842441,2.547765,0.875026,12456,0
10,0.753421,0.864,0.866,1.241056,1.737799,1.689388,2.499371,2.404301,0.872782,12485,0
10,0.73741,0.762,0.766,1.49691,2.123821,1.987662,2.921288,2.386912,0.861117,12453,0
10,0.728307,0.755,0.762,1.436992,1.826182,1.689852,2.756975,2.252038,0.855724,12460,0
10,0.76922,0.827,0.828,1.183001,1.766371,1.732493,2.462654,2.16753,0.877165,12449,0
10,0.70116,0.76,0.775,1.618919,2.043888,1.805497,2.96158,2.552888,0.841464,12475,0
10,0.61465,0.695,0.707,2.038188,2.424622,2.118202,3.283479,2.686494,0.790033,12496,0
10,0.700369,0.765,0.767,1.023144,1.614013,1.523245,1.869221,1.568735,0.838289,12482,0
10,0.604142,0.789,0.789,1.221237,1.784161,1.76873,1.941099,1.855016,0.793948,12468,0
10,0.664128,0.757,0.757,1.284673,1.780027,1.74667,2.216781,1.869043,0.815546,12461,0
10,0.694549,0.805,0.806,1.275376,1.853819,1.79494,2.307729,2.076084,0.836196,12504,0
10,0.749659,0.777,0.788,1.171897,1.776149,1.588992,2.342292,1.997943,0.869668,12450,0
10,0.635366,0.657,0.676,2.170894,2.239529,1.919407,3.595235,2.72771,0.803295,12484,0
10,0.619371,0.655,0.67,1.869094,2.136468,1.835613,3.029686,2.308255,0.793888,12464,0
10,0.605245,0.614,0.634,2.306673,2.093093,1.784376,3.671469,2.625552,0.785681,12472,0
10,0.632013,0.668,0.671,2.335969,2.077575,1.972677,3.850951,2.856473,0.797403,12456,0
10,0.684507,0.716,0.719,1.43488,1.634082,1.55023,2.554698,1.989154,0.829566,11752,0
10,0.72866,0.764,0.769,1.089951,1.692071,1.560506,2.09251,1.737226,0.856327,12494,0
10,0.647161,0.709,0.717,1.439089,1.977054,1.751483,2.422795,1.967901,0.809837,12448,0
10,0.584953,0.647,0.651,2.625582,2.041233,1.915462,4.075626,3.026759,0.765794,12496,0
10,0.549684,0.737,0.748,1.78906,1.516293,1.655371,2.666166,2.491631,0.762819,10289,0
10,0.522154,0.679,0.68,1.914293,1.469352,1.506394,2.769374,2.296339,0.729561,12473,0
10,0.618754,0.675,0.685,2.359805,2.670679,2.37222,3.822004,2.97434,0.790573,12478,0
10,0.666349,0.799,0.795,0.638675,1.226433,1.333572,1.105737,1.038835,0.829376,12332,0
10,0.62935,0.76,0.76,1.752227,1.897912,1.890599,2.878232,2.51096,0.796904,12492,0
10,0.551845,0.693,0.694,2.126477,2.13142,2.055777,3.176612,2.633404,0.74768,12476,0
10,0.554669,0.731,0.731,1.70408,1.726325,1.767692,2.553677,2.266175,0.756375,12474,0
10,0.703172,0.798,0.807,1.408901,1.773001,1.622257,2.5861,2.340053,0.84286,12499,0
10,0.492687,0.615,0.621,3.342162,2.74376,2.519201,4.692548,3.592479,0.706059,11386,0
10,0.571312,0.643,0.653,2.932419,2.86534,2.544325,4.478915,3.409837,0.759245,12481,0
10,0.718776,0.821,0.823,1.252996,2.004146,1.894924,2.362875,2.16377,0.851493,12492,0
10,0.743405,0.79,0.793,1.258928,1.788669,1.702315,2.485388,2.110083,0.863023,12453,0
10,0.670165,0.765,0.771,1.692827,2.085493,1.927026,2.947689,2.556082,0.82166,12483,0
10,0.736536,0.799,0.81,1.432485,1.731032,1.584524,2.790919,2.464328,0.860125,12437,0
10,0.332255,0.653,0.595,0.391348,0.784067,0.910722,0.478934,0.575164,0.767915,12059,0
10,0.626701,0.709,0.709,0.89163,1.122504,1.149129,1.459399,1.164559,0.791878,12351,0
10,0.774913,0.811,0.813,0.960419,1.101789,1.068829,2.024433,1.735003,0.880762,12406,0
10,0.713185,0.758,0.759,1.027783,1.051209,1.078943,1.919189,1.566439,0.845122,12434,0
10,0.770351,0.825,0.824,0.534013,1.190434,1.167668,1.11439,0.975629,0.877938,12421,0
10,0.569121,0.636,0.639,1.429971,1.23256,1.158303,2.178546,1.606185,0.755388,12437,0
10,0.681331,0.704,0.719,1.472622,1.81642,1.58583,2.608787,2.069295,0.831008,12482,0
10,0.436716,0.61,0.618,1.882206,1.002518,1.089045,2.507962,2.014484,0.674207,12447,0
10,0.5858,0.652,0.666,1.437179,1.145268,1.016342,2.233185,1.713087,0.76755,11376,0
10,0.639315,0.792,0.799,1.797547,1.299563,1.221626,2.993187,2.810077,0.81026,12472,0
10,0.698351,0.727,0.73,1.53096,1.709086,1.628889,2.7876,2.190955,0.837773,12497,0
10,0.640431,0.735,0.738,1.801462,1.584381,1.510305,3.004356,2.498772,0.801229,12444,0
10,0.705072,0.781,0.784,1.399021,1.615012,1.54283,2.576223,2.209106,0.840328,12496,0
10,0.710268,0.788,0.792,1.261348,1.60745,1.51402,2.343443,2.034557,0.844062,12499,0
10,0.669353,0.787,0.803,1.437475,1.615004,1.442918,2.499973,2.335669,0.827894,12478,0
10,0.64776,0.781,0.782,1.308312,1.491165,1.45645,2.204497,1.973245,0.809525,12461,0
10,0.627796,0.715,0.717,1.532628,1.297926,1.253731,2.512254,2.029471,0.792676,12449,0
10,0.646422,0.816,0.817,1.238555,1.387045,1.421694,2.083003,2.036051,0.819535,12496,0
10,0.574606,0.769,0.777,1.747042,1.490842,1.383708,2.678706,2.606711,0.782621,12468,0
10,0.627177,0.769,0.771,1.717835,1.645231,1.579409,2.813504,2.517073,0.798145,12481,0
10,0.705951,0.774,0.784,1.598851,1.711171,1.570537,2.948597,2.536854,0.841767,12504,0
10,0.564951,0.654,0.663,2.236259,1.952712,1.759216,3.390552,2.634105,0.754139,12467,0
10,0.61142,0.711,0.715,1.423506,1.57391,1.470286,2.283686,1.87316,0.784083,12453,0
10,0.479031,0.614,0.615,1.852824,1.316426,1.27626,2.567117,1.961909,0.695684,12423,0
10,0.676584,0.74,0.743,1.418414,1.410719,1.347402,2.494248,2.032491,0.822979,12480,0
10,0.698353,0.797,0.798,0.826728,1.301371,1.356715,1.505324,1.332145,0.837811,12451,0
10,0.630874,0.738,0.74,0.845357,1.125836,1.185095,1.391459,1.173729,0.796789,12392,0
10,0.628342,0.734,0.74,1.011379,1.180592,1.27024,1.659058,1.405537,0.796158,11283,0
10,0.598227,0.719,0.725,1.159069,1.051663,1.120197,1.828675,1.540773,0.777119,12327,0
10,0.583257,0.72,0.725,1.779306,1.852904,1.717545,2.756376,2.362648,0.770213,9916,0
10,0.646904,0.728,0.736,1.50891,1.494472,1.368715,2.53942,2.103747,0.806135,12469,0
10,0.558714,0.658,0.675,1.506797,0.989099,1.107547,2.268362,1.81038,0.750786,12435,0
10,0.708605,0.807,0.818,1.150712,1.153188,1.238077,2.131781,1.944393,0.845366,12491,0
10,0.549919,0.608,0.619,1.657939,1.203092,1.079509,2.471387,1.785085,0.743553,12445,0
10,0.37682,0.503,0.576,3.966747,2.246276,1.597643,5.025238,4.039866,0.646687,7519,0
10,0.591723,0.759,0.76,1.691186,0.953035,0.939157,2.646867,2.395837,0.779456,12098,0
10,0.570865,0.745,0.757,0.985399,0.775019,0.844837,1.504294,1.395227,0.772655,12332,0
10,0.512558,0.647,0.65,1.538642,0.983733,1.033763,2.20391,1.744414,0.719866,12409,0
10,0.560589,0.6,0.601,1.627829,1.029309,1.004808,2.455787,1.688503,0.751518,12427,0
10,0.673835,0.785,0.793,1.046864,1.11885,1.202874,1.833113,1.648228,0.825449,12422,0
10,0.714405,0.761,0.761,1.013734,0.967772,0.953063,1.896994,1.551083,0.845726,12472,0
10,0.494882,0.536,0.537,1.825107,0.880232,0.909117,2.568086,1.647769,0.706558,12409,0
10,0.745352,0.851,0.855,0.910929,1.065004,1.110103,1.805227,1.711231,0.867441,12501,0
10,0.582832,0.696,0.709,1.474427,1.194452,1.317205,2.282891,1.900633,0.76804,12491,0
10,0.683864,0.793,0.8,1.173877,1.137334,1.20687,2.087868,1.876565,0.830448,12497,0
10,0.715364,0.744,0.745,0.689883,0.977346,1.014621,1.293146,1.031345,0.847772,12389,0
10,0.660635,0.714,0.715,0.890239,1.052794,1.093758,1.528239,1.202003,0.81369,12107,0
10,0.729056,0.823,0.827,0.864717,0.985367,1.035881,1.661316,1.511501,0.856078,12404,0
10,0.611991,0.638,0.639,1.764034,1.402765,1.364404,2.832068,2.008042,0.786213,12467,0
10,0.647658,0.763,0.763,1.28151,0.991703,0.995134,2.159023,1.861694,0.806692,12424,0
10,0.702967,0.802,0.802,1.036017,1.069516,1.089633,1.900999,1.681934,0.839708,12434,0
10,0.624965,0.697,0.703,1.421033,1.349743,1.25426,2.320522,1.837519,0.791617,12401,0
10,0.754763,0.793,0.811,1.061243,1.142724,1.029901,2.143084,1.870832,0.870369,12480,0
10,0.65316,0.732,0.732,1.144659,1.17142,1.181706,1.943698,1.579459,0.808212,12422,0
10,0.723411,0.8,0.805,1.0808,1.105175,1.046032,2.05516,1.801763,0.851399,12463,0
10,0.601371,0.631,0.636,1.598886,1.619607,1.485143,2.532506,1.810974,0.780002,12473,0
10,0.547257,0.649,0.655,2.190285,1.853767,1.702906,3.255308,2.525351,0.741987,12458,0
10,0.621902,0.713,0.714,1.405845,1.414735,1.386627,2.286402,1.844744,0.788907,12487,0
10,0.518422,0.553,0.559,1.271888,0.825858,0.890513,1.832876,1.205744,0.723899,12361,0
10,0.713754,0.755,0.792,1.01275,0.820425,0.93819,1.892996,1.651878,0.8475,12444,0
10,0.450042,0.466,0.467,1.528876,0.748246,0.730649,2.061697,1.184213,0.679015,12426,0
10,0.753705,0.834,0.839,0.791985,0.807038,0.844234,1.595904,1.450923,0.869385,12470,0
10,0.786681,0.805,0.809,0.8457,0.88064,0.92082,1.831131,1.550779,0.888182,12410,0
10,0.69186,0.788,0.793,0.904087,0.978113,1.031791,1.628747,1.43385,0.833737,12410,0
10,0.347974,0.413,0.42,2.054751,0.992355,1.083523,2.544744,1.500832,0.590981,12407,0
10,0.70415,0.787,0.788,0.922883,1.038464,1.065718,1.696792,1.463802,0.839608,12416,0
10,0.520366,0.597,0.618,1.418069,0.887836,1.014814,2.047669,1.521737,0.724271,12456,0
10,0.587813,0.616,0.628,1.344407,0.880972,0.972854,2.094118,1.489321,0.770209,12437,0
10,0.638491,0.742,0.765,1.047283,0.907859,1.023166,1.741895,1.543527,0.805806,12380,0
10,0.646874,0.771,0.777,0.933394,1.324125,1.452796,1.570787,1.425542,0.813855,12469,0
10,0.637289,0.739,0.761,1.017986,1.102216,1.255669,1.690358,1.50638,0.807766,12462,0
10,0.599883,0.631,0.638,1.276888,0.916979,0.9874,2.018723,1.445336,0.777766,12413,0
10,0.500084,0.488,0.564,2.165901,0.9103,1.16571,3.063429,2.090173,0.712714,12378,0
10,0.742286,0.782,0.811,1.217435,0.821615,0.916791,2.39825,2.10368,0.862597,12432,0
10,0.739952,0.79,0.799,1.029523,0.822856,0.876592,2.018957,1.730794,0.860623,12389,0
10,0.707149,0.743,0.748,1.072562,0.990927,1.048637,1.982061,1.59651,0.842228,12462,0
10,0.48745,0.569,0.573,1.766653,0.717323,0.760781,2.467783,1.72263,0.698398,9082,0
10,0.624966,0.752,0.743,0.679172,1.302054,1.447466,1.109077,0.990261,0.806038,12353,0
10,0.827332,0.823,0.823,0.704389,1.069924,1.070312,1.695211,1.434834,0.911935,12488,0
10,0.653118,0.719,0.726,1.486741,1.666219,1.807412,2.524421,2.04776,0.810091,12458,0
10,0.694514,0.758,0.759,0.856969,1.391941,1.47009,1.550554,1.289991,0.834903,12460,0
10,-0.005764,-0.873,-0.385,79.608451,-5.032796,1.32118,79.383187,1.252191,0.028273,12470,0
10,-0.006931,-0.872,-0.384,85.967461,-5.93579,1.563941,85.674533,1.168383,0.033684,12457,0
10,0.685796,0.745,0.75,0.982011,1.137033,1.21546,1.751976,1.441735,0.829362,12453,0
10,-0.006197,-0.766,-0.358,91.746888,-7.449955,0.983824,91.468116,2.197226,0.059999,10919,0
10,0.623595,0.727,0.727,1.584665,0.894844,0.895243,2.583017,2.132529,0.790462,12391,0
10,0.735635,0.765,0.773,1.214578,1.765348,1.931157,2.362335,1.973703,0.860935,12127,0
10,0.722054,0.74,0.74,1.307263,1.696739,1.709892,2.479723,1.948173,0.85237,10677,0
10,0.690367,0.721,0.731,1.193182,1.40711,1.540564,2.144374,1.70953,0.834023,12447,0
10,0.69148,0.71,0.715,1.405783,1.642668,1.758518,2.531012,1.952382,0.835258,12401,0
10,0.72969,0.807,0.814,0.88206,1.509004,1.677996,1.69662,1.569183,0.862283,12455,0
10,0.647502,0.693,0.694,1.198767,1.264218,1.230247,2.019175,1.541574,0.805973,12421,0
10,0.827959,0.841,0.841,1.006888,2.792112,2.860638,2.427626,2.114304,0.911252,12502,0
10,0.792246,0.82,0.82,1.167245,2.837338,2.766022,2.560972,2.19986,0.891096,12493,0
10,0.510743,0.537,0.555,1.51133,0.649196,0.736327,2.160787,1.420751,0.718383,10235,0
10,0.716129,0.639,0.83,0.879909,0.500317,0.667681,1.651569,1.664233,0.864269,10826,0
10,0.595655,0.648,0.664,1.448761,0.746118,0.827545,2.278463,1.720192,0.77282,10240,0
10,0.739244,0.82,0.854,0.829799,0.651884,0.726363,1.625075,1.563704,0.866338,12405,0
10,0.721496,0.764,0.792,1.141468,0.699828,0.781447,2.163045,1.86089,0.850306,12441,0
10,0.771508,0.839,0.859,0.895208,0.871725,0.94883,1.872881,1.754824,0.881093,10261,0
10,0.703852,0.814,0.832,1.268679,0.979107,1.064933,2.331413,2.200593,0.845509,9888,0
10,0.800277,0.866,0.869,0.655489,0.724055,0.746791,1.466795,1.354514,0.895164,12435,0
10,0.846208,0.802,0.82,0.656831,0.752131,0.821816,1.674958,1.410257,0.92453,12455,0
10,0.567756,0.627,0.646,1.151315,0.832478,0.941963,1.751246,1.314852,0.756104,12256,0
10,0.681703,0.796,0.802,0.322771,0.400183,0.428841,0.572132,0.520657,0.830943,11945,0
10,0.61303,0.661,0.662,1.232548,0.914326,0.905921,1.981449,1.464769,0.784267,12384,0
10,0.701279,0.714,0.734,1.295629,0.9186,1.024807,2.370638,1.8791,0.839954,12411,0
10,0.794087,0.864,0.865,0.646512,0.678103,0.669073,1.424793,1.309905,0.891571,12362,0
10,0.478531,0.631,0.724,1.297712,0.692134,0.875759,1.797139,2.041661,0.783236,12402,0
10,0.69853,0.797,0.811,1.03485,0.800009,0.865791,1.884833,1.710287,0.839278,12285,0
10,0.675474,0.839,0.839,0.876228,0.916152,0.900008,1.538191,1.600213,0.84486,12105,0
10,0.706605,0.791,0.807,1.501686,1.176806,1.281187,2.772493,2.477742,0.842968,12460,0
10,0.713504,0.825,0.828,1.642807,1.159277,1.202214,3.069343,2.828833,0.84801,12262,0
10,0.617107,0.699,0.699,2.428707,1.403346,1.371984,3.925129,3.098792,0.785612,12321,0
10,0.657213,0.697,0.789,0.524692,0.412921,0.514419,0.896213,0.854904,0.828162,11584,0
10,0.693375,0.757,0.796,0.483251,0.425988,0.490321,0.872745,0.7849,0.838182,11815,0
10,0.873092,0.912,0.915,0.383789,0.659876,0.677618,1.07737,1.020798,0.934628,12458,0
10,0.856432,0.896,0.902,0.38914,0.59703,0.622008,1.027055,0.965486,0.925864,12440,0
10,0.693083,0.76,0.762,0.660347,0.644059,0.666748,1.192009,0.991607,0.832734,12301,0
10,0.665308,0.702,0.712,2.064411,1.649629,1.788819,3.568542,2.785867,0.817423,12445,0
10,-0.005065,-0.77,-0.354,87.039374,-6.654281,0.955396,86.823618,2.926902,0.055679,11338,0
10,0.727729,0.81,0.83,1.049716,0.811585,0.887431,2.011817,1.846385,0.856125,12421,0
10,0.833604,0.881,0.897,0.502994,0.896189,0.973303,1.233138,1.225248,0.918255,10677,0
10,0.77472,0.815,0.857,0.993683,1.136168,1.29442,2.093651,2.003469,0.886245,12497,0
10,0.869614,0.883,0.901,0.738651,1.051099,1.126362,2.045724,1.91503,0.933261,9577,0
10,0.800745,0.884,0.895,1.381582,1.437034,1.517686,3.095204,3.049295,0.899329,12463,0
10,0.801857,0.857,0.874,0.790452,1.082426,1.175771,1.775839,1.682012,0.898334,12485,0
10,0.788159,0.845,0.848,0.961321,1.138078,1.177551,2.088723,1.877671,0.888051,12490,0
10,0.754141,0.823,0.827,0.851124,1.407866,1.505515,1.716593,1.546151,0.870789,12483,0
10,0.548643,0.595,0.599,1.600078,1.452327,1.548244,2.381763,1.653098,0.74344,12402,0
10,0.615318,0.691,0.695,2.480228,2.186848,2.317252,3.999091,3.144272,0.785101,10643,0
10,0.677933,0.693,0.693,1.341205,1.203673,1.216694,2.363414,1.764978,0.827313,12297,0
10,0.786601,0.825,0.838,1.220376,1.407513,1.517112,2.641891,2.354267,0.887881,12490,0
10,0.784988,0.786,0.82,1.260424,1.471958,1.674521,2.718354,2.39131,0.889174,10299,0
10,0.782514,0.819,0.863,0.977403,1.267502,1.454476,2.095926,2.115716,0.896261,12480,0
10,0.828343,0.836,0.862,1.288493,1.183265,1.297085,3.110108,2.803002,0.91092,8841,0
10,0.613639,0.722,0.722,1.981611,1.590206,1.580089,3.188155,2.627799,0.784372,12433,0
10,-0.007775,-0.839,-0.37,93.735353,-7.134612,1.635,93.37747,3.184169,0.032386,10599,0
10,0.800923,0.861,0.88,1.911482,1.644083,1.768884,4.284271,4.053768,0.89678,12421,0
10,0.830697,0.863,0.87,1.447332,1.527387,1.601375,3.51765,3.190283,0.911681,12460,0
10,0.509442,0.587,0.588,2.050855,1.420178,1.469797,2.928247,2.059795,0.714032,12062,0
10,0.735249,0.825,0.842,1.252154,1.425779,1.558123,2.433668,2.294014,0.862882,9880,0
10,0.568671,0.775,0.782,1.084332,1.146433,1.054421,1.65111,1.775095,0.803466,12204,0
10,0.812317,0.841,0.846,1.222315,1.259555,1.312889,2.821554,2.490949,0.901682,12438,0
10,0.856695,0.866,0.907,1.012212,1.304842,1.448624,2.673976,2.611017,0.928384,12491,0
10,0.828501,0.837,0.846,1.018845,1.302336,1.387445,2.460335,2.16318,0.911447,12473,0
10,0.742425,0.805,0.859,2.112991,1.557422,1.783483,4.163542,4.364335,0.879653,12410,0
10,0.815273,0.872,0.88,1.201777,1.744686,1.845876,2.796249,2.621148,0.904256,12499,0
10,0.844008,0.891,0.897,1.045886,1.746927,1.830233,2.648201,2.498584,0.91955,12498,0
10,0.781135,0.85,0.852,2.178157,1.907063,1.965515,4.656057,4.233642,0.884261,12429,0
10,0.796649,0.822,0.832,1.595729,1.738068,1.852473,3.53878,3.091848,0.893354,12486,0
10,0.633091,0.729,0.734,1.615051,1.045713,0.987985,2.666397,2.21212,0.796648,12369,0
10,0.66925,0.788,0.794,0.94568,0.879128,0.823837,1.644417,1.482692,0.822577,12449,0
10,0.756499,0.869,0.872,0.806736,0.956001,0.922974,1.634929,1.595323,0.875737,12452,0
10,0.758115,0.871,0.876,0.815059,1.063212,1.113181,1.657304,1.663302,0.879953,12461,0
10,0.646587,0.652,0.665,1.456393,1.464406,1.291796,2.449937,1.794359,0.811004,12169,0
10,0.67896,0.737,0.735,0.570166,1.030909,1.19846,1.006327,1.180327,0.887707,12496,0
10,0.536042,0.692,0.681,0.67977,1.165766,1.330405,0.998022,1.220165,0.841647,12491,0
10,0.557601,0.717,0.716,0.58567,0.893369,1.023072,0.880569,1.03712,0.834819,12444,0
10,0.736505,0.854,0.862,0.877195,1.100439,1.169378,1.708941,1.786987,0.875782,12364,0
10,0.72816,0.852,0.852,0.513159,0.697294,0.694241,0.984266,1.066782,0.87784,12435,0
10,0.746572,0.84,0.847,0.384767,0.684015,0.755097,0.764343,0.775841,0.879536,12315,0
10,0.709347,0.822,0.804,0.260435,0.824322,0.874332,0.483092,0.446098,0.8516,12092,0
10,0.618729,0.777,0.732,0.279748,1.079427,1.153839,0.453073,0.410771,0.809417,12223,0
10,0.443914,0.712,0.677,0.405377,0.77695,0.887996,0.54364,0.561786,0.751667,9384,0
10,0.633366,0.777,0.747,0.323728,1.085669,1.15996,0.534665,0.481743,0.812696,12486,0
10,0.620209,0.789,0.767,0.297621,1.10411,1.157654,0.482957,0.451262,0.805649,12489,0
10,0.53962,0.735,0.638,0.229779,1.185376,1.09838,0.338664,0.409502,0.85501,12383,0
10,0.645005,0.805,0.807,0.790153,0.973407,1.013691,1.326234,1.475035,0.846483,10978,0
10,0.699956,0.83,0.768,0.178428,1.075878,1.129873,0.325753,0.301283,0.855698,12381,0
10,-0.02757,-0.735,-0.41,163.93354,-26.265303,0.637148,161.725956,0.578259,0.016269,12381,0
10,0.803866,0.775,0.815,0.63284,0.903172,0.754066,1.429011,1.260085,0.902884,12433,0
10,-0.001637,-0.854,-0.36,62.841277,-3.030012,0.793875,62.792428,1.63174,0.05285,12391,0
10,0.697364,0.721,0.738,1.159663,0.930669,0.831566,2.10809,1.685675,0.837252,12368,0
10,0.67312,0.771,0.773,1.668008,0.91951,0.896244,2.917581,2.507847,0.821366,11325,0
10,0.680664,0.699,0.736,1.680237,1.653177,1.36794,2.973473,2.442513,0.830633,12448,0
10,0.404312,0.459,0.467,2.311772,1.568717,1.403367,2.995413,1.831172,0.63884,10271,0
10,0.581447,0.696,0.71,1.454506,1.433751,1.260079,2.248317,1.892617,0.769803,12434,0
10,0.628574,0.719,0.725,1.189787,1.273704,1.183454,1.952317,1.605816,0.794661,12475,0
10,0.575417,0.724,0.724,1.097536,1.0581,1.055966,1.684437,1.444247,0.764261,12422,0
10,-0.006768,-0.794,-0.377,89.186212,-6.821185,1.052859,88.889716,1.481543,0.040705,11686,0
10,0.715678,0.816,0.817,1.443587,2.254682,2.176654,2.707419,2.442813,0.848194,12484,0
10,0.638761,0.738,0.745,1.277177,1.485706,1.367311,2.12506,1.801968,0.802456,12472,0
10,0.621918,0.7,0.709,1.495642,1.931314,1.707646,2.432494,1.98315,0.794239,12455,0
10,0.700957,0.776,0.787,1.417225,1.923884,1.722241,2.591726,2.284175,0.841769,12483,0
10,0.591171,0.632,0.67,2.468676,2.329153,1.852872,3.861098,3.042508,0.778764,12456,0
10,0.598884,0.7,0.712,1.63012,1.79005,1.587655,2.573961,2.140145,0.779588,12441,0
10,0.662518,0.711,0.725,1.49157,1.96243,1.692573,2.567649,2.104878,0.82071,12473,0
10,0.653997,0.762,0.764,1.212441,1.335015,1.275153,2.061285,1.77691,0.81084,12461,0
10,0.277002,0.302,0.302,2.03586,1.075019,1.040736,2.394401,1.164296,0.52817,12437,0
10,0.740564,0.709,0.749,1.690088,1.931122,1.579286,3.318311,2.702139,0.868777,9563,0
10,0.674237,0.82,0.826,1.880518,2.340444,2.182768,3.294912,3.213005,0.834457,12443,0
10,0.755353,0.781,0.798,1.689523,2.409403,2.117026,3.415953,2.967248,0.873328,12498,0
10,0.654905,0.732,0.741,1.672792,1.983863,1.787132,2.847669,2.379261,0.81253,12495,0
10,0.557297,0.733,0.74,1.735938,1.789311,1.64737,2.60913,2.369783,0.762554,12450,0
10,0.56509,0.678,0.68,1.745262,1.867378,1.76846,2.64654,2.114689,0.754,12491,0
10,0.659428,0.717,0.72,1.125283,0.986501,0.935708,1.928301,1.530737,0.812698,12416,0
10,0.709057,0.691,0.718,1.224291,1.077866,0.923244,2.269855,1.751975,0.848255,12448,0
10,0.717722,0.796,0.798,1.285351,1.033115,1.005643,2.419363,2.099622,0.847505,12444,0
10,0.823787,0.88,0.881,0.82013,1.926992,1.982349,1.953805,1.81483,0.908302,12499,0
10,0.818272,0.907,0.907,0.678692,1.554411,1.592469,1.592131,1.601069,0.909943,12496,0
10,0.628325,0.728,0.729,1.293944,1.664966,1.730619,2.122517,1.754197,0.793939,12398,0
10,0.769548,0.874,0.875,0.575673,1.0751,1.122445,1.199232,1.174332,0.883347,12483,0
10,0.703786,0.794,0.799,0.891689,0.989322,0.934318,1.638431,1.445525,0.840623,12435,0
10,-0.005613,-0.926,-0.38,81.328603,-4.631477,1.601246,81.10466,2.551313,0.020389,12125,0
10,0.797589,0.782,0.812,1.268649,1.639307,1.417089,2.819954,2.436593,0.897159,12154,0
10,0.613542,0.68,0.681,2.289645,2.520939,2.42853,3.683276,2.8262,0.783866,12499,0
10,0.541878,0.675,0.675,2.601536,2.575229,2.532267,3.843766,3.099047,0.739251,12489,0
10,0.74138,0.82,0.82,0.817849,1.094414,1.087336,1.608274,1.424247,0.861385,12495,0
10,0.418872,0.507,0.508,2.148845,1.094184,1.064345,2.818945,1.851832,0.64736,12371,0
10,0.758631,0.82,0.843,1.50914,1.124275,1.019513,3.071893,2.807617,0.872641,12476,0
10,-0.029966,-0.728,-0.392,173.268508,-28.801715,1.101586,170.736629,3.238665,0.028235,11691,0
10,0.700602,0.758,0.772,1.121871,1.087028,0.981843,2.050387,1.73708,0.838634,12413,0
10,0.63908,0.753,0.763,1.830279,1.305282,1.405217,3.046698,2.658543,0.80311,12449,0
10,0.607022,0.721,0.739,1.990841,1.300209,1.440349,3.175923,2.729761,0.784009,12365,0
10,0.808294,0.873,0.876,1.188012,1.351527,1.395203,2.71344,2.51938,0.899658,12487,0
10,0.804308,0.823,0.836,1.540773,1.388101,1.287986,3.48313,3.048546,0.897571,12470,0
10,0.641212,0.775,0.78,2.394955,1.399516,1.334541,3.99849,3.586013,0.806052,12362,0
10,0.790815,0.815,0.816,1.606277,1.319553,1.295959,3.51215,2.992471,0.890119,12460,0
10,-0.004386,-0.853,-0.374,73.683756,-4.30298,1.059072,73.526679,2.180443,0.030552,9212,0
10,0.731963,0.732,0.74,1.533489,1.052314,0.982478,2.962109,2.316888,0.859345,12431,0
10,0.784183,0.814,0.815,1.329802,0.965816,0.941819,2.862609,2.44738,0.88613,12440,0
10,0.578395,0.589,0.67,2.471197,1.22896,0.910379,3.806032,2.983799,0.765342,11945,0
10,0.675374,0.721,0.722,1.673903,1.150787,1.118932,2.93803,2.309243,0.822703,12399,0
10,0.822571,0.88,0.886,1.523454,1.278932,1.227681,3.616884,3.381376,0.907482,12470,0
10,0.575828,0.703,0.705,3.054835,1.337052,1.2887,4.690664,3.878158,0.76169,12300,0
10,0.678827,0.803,0.804,2.663606,1.347626,1.315483,4.700217,4.262732,0.827734,12381,0
10,0.773674,0.828,0.827,1.434593,3.165453,3.260132,3.015635,2.653145,0.880148,12497,0
10,0.56872,0.694,0.723,1.666431,1.665701,1.953137,2.537612,2.262969,0.771951,12440,0
10,0.592168,0.66,0.66,2.74772,3.307931,3.236608,4.302778,3.230062,0.769944,12492,0
10,0.647249,0.677,0.677,2.024836,2.504406,2.471941,3.409363,2.525379,0.807327,12483,0
10,0.73183,0.792,0.792,1.126402,2.110547,1.988062,2.175231,1.870007,0.857325,12477,0
10,0.600032,0.607,0.608,3.058061,2.953116,3.087434,4.835604,3.267154,0.782437,12504,0
10,0.57491,0.754,0.764,1.133876,1.337869,1.482421,1.739172,1.667663,0.782825,12433,0
10,0.680346,0.794,0.795,0.958302,1.461077,1.534256,1.695039,1.519776,0.828743,12495,0
10,0.627641,0.68,0.684,1.922387,1.793332,1.68715,3.150484,2.404713,0.793531,12474,0
10,0.716873,0.806,0.808,1.021584,1.229527,1.180323,1.919999,1.701257,0.84793,12471,0
10,0.776245,0.816,0.819,1.287706,1.776379,1.857982,2.722375,2.360325,0.88168,12499,0
10,0.882959,0.913,0.91,0.72021,2.399548,2.49437,2.10527,1.998195,0.940775,12493,0
10,0.815882,0.875,0.874,0.919227,2.178214,2.224518,2.142358,1.976076,0.903713,12479,0
